VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0900417778;000170;S1;20260228;C;;N;20260302;000000000000757231;2079.59;395.12;0013;;;;
0900417778;000180;S1;20260228;C;;N;20260302;000000000000713746;3473.35;659.94;0013;;;;
0900417778;000190;S1;20260228;C;;N;20260302;000000000000191358;455.67;86.58;0013;;;;
0900417778;000200;S1;20260228;C;;N;20260302;000000000000887311;529.41;100.59;0024;;;;
0900417778;000210;S1;20260228;C;;N;20260302;000000000000114894;648.44;123.20;0310;;;;
0900417778;000220;S1;20260228;C;;N;20260302;000000000000819909;297.40;56.51;0001;;;;
0900417778;000230;S1;20260228;C;;N;20260302;000000000000828304;941.25;178.84;0001;;;;
0900417778;000240;S1;20260228;C;;N;20260302;000000000000819952;259.43;49.29;0001;;;;
0900417778;000250;S1;20260228;C;;N;20260302;000000000000819951;127.90;24.30;0001;;;;
0900417778;000260;S1;20260228;C;;N;20260302;000000000000717613;1028.26;195.37;0001;;;;
0900417778;000270;S1;20260228;C;;N;20260302;000000000000819953;71.19;13.53;0001;;;;
0900417778;000280;S1;20260228;C;;N;20260302;000000000000772299;1635.66;310.78;0001;;;;
0900417778;000290;S1;20260228;C;;N;20260302;000000000000772461;32.77;6.23;0001;;;;
0900417778;000300;S1;20260228;C;;N;20260302;000000000000717614;46.78;8.89;0001;;;;
0900417778;000310;S1;20260228;C;;N;20260302;000000000000717615;37.06;7.04;0001;;;;
0900417778;000320;S1;20260228;C;;N;20260302;000000000000735475;327.01;62.13;0001;;;;
0900417778;000330;S1;20260228;C;;N;20260302;000000000000800753;3353.51;637.17;0001;;;;
0900417778;000340;S1;20260228;C;;N;20260302;000000000000143944;515.04;97.86;0001;;;;
0900417778;000350;S1;20260228;C;;N;20260302;000000000000107430;1189.87;226.08;0013;;;;
0900417778;000360;S1;20260228;C;;N;20260302;000000000000791502;880.00;167.20;0001;;;;
0900417778;000370;S1;20260228;C;;N;20260302;000000000000791501;2621.96;498.17;0001;;;;
0900417778;000380;S1;20260228;C;;N;20260302;CS08;7983.00;1516.77;0082;;;;
0900417778;000390;S1;20260228;C;;N;20260302;000000000000770767;115.29;21.91;0013;;;;
0900417778;000400;S1;20260228;C;;N;20260302;000000000000733380;1292.80;245.63;0013;;;;
0900417778;000410;S1;20260228;C;;N;20260302;000000000000717234;376.35;71.51;0013;;;;
0900417778;000420;S1;20260228;C;;N;20260302;000000000000717233;401.09;76.21;0013;;;;
0900417778;000430;S1;20260228;C;;N;20260302;000000000000885006;1756.94;333.82;0034;;;;
0900417778;000440;S1;20260228;C;;N;20260302;SERV.EXTERNO;425.00;80.75;0086;;;;
0900417778;000450;S1;20260228;C;;N;20260302;VARIOS_MAQ;67.50;12.83;0027;;;;
0900417778;000460;S1;20260228;C;;N;20260302;MOV0002;1995.21;379.09;0070;;;;
0900417778;000470;S1;20260228;C;;N;20260302;SERV.EXTERNO;18765.00;3565.35;0086;;;;
0900417778;000480;S1;20260228;C;;N;20260302;000000000000772367;4906.52;932.24;0013;;;;
0900417778;000490;S1;20260228;C;;N;20260302;000000000000809800;262.11;49.80;0013;;;;
0900417778;000500;S1;20260228;C;;N;20260302;CS08;11974.50;2275.16;0082;;;;
0900417778;000510;S1;20260228;C;;N;20260302;000000000000735982;918.00;174.42;0005;;;;
0900417778;000520;S1;20260228;C;;N;20260302;000000000000735981;590.86;112.26;0005;;;;
0900417778;000530;S1;20260228;C;;N;20260302;000000000000180624;154.08;29.28;0103;;;;
0900417778;000540;S1;20260228;C;;N;20260302;000000000000159466;89.31;16.97;0103;;;;
0900417778;000550;S1;20260228;C;;N;20260302;000000000000162956;528.39;100.39;0103;;;;
0900417778;000560;S1;20260228;C;;N;20260302;000000000000164951;634.58;120.57;0103;;;;
0900417778;000570;S1;20260228;C;;N;20260302;000000000000728202;307.15;58.36;0103;;;;
0900417778;000580;S1;20260228;C;;N;20260302;000000000000115884;614.30;116.72;0103;;;;
0900417778;000590;S1;20260228;C;;N;20260302;000000000000171739;299.99;57.00;0103;;;;
0900417778;000600;S1;20260228;C;;N;20260302;000000000000163175;362.95;68.96;0103;;;;
0900417778;000610;S1;20260228;C;;N;20260302;000000000000163176;3014.22;572.70;0103;;;;
0900417778;000620;S1;20260228;C;;N;20260302;000000000000191022;50.70;9.63;0103;;;;
0900417778;000630;S1;20260228;C;;N;20260302;000000000000163429;5.79;1.10;0103;;;;
0900417778;000640;S1;20260228;C;;N;20260302;000000000000191779;5.60;1.06;0103;;;;
0900417778;000650;S1;20260228;C;;N;20260302;000000000000115670;2794.38;530.93;0103;;;;
0900417778;000660;S1;20260228;C;;N;20260302;000000000000140628;2989.66;568.04;0103;;;;
0900417778;000670;S1;20260228;C;;N;20260302;000000000000191164;401.35;76.26;0103;;;;
0900417778;000680;S1;20260228;C;;N;20260302;000000000000852567;87.48;16.62;0103;;;;
0900417778;000690;S1;20260228;C;;N;20260302;000000000000724349;490.99;93.29;0103;;;;
0900417778;000700;S1;20260228;C;;N;20260302;000000000000159242;165.31;31.41;0103;;;;
0900417778;000710;S1;20260228;C;;N;20260302;000000000000160256;19.19;3.65;0103;;;;
0900417778;000720;S1;20260228;C;;N;20260302;000000000000743842;3725.85;707.91;0103;;;;
0900417778;000730;S1;20260228;C;;N;20260302;000000000000735982;1836.00;348.84;0005;;;;
0900417778;000740;S1;20260228;C;;N;20260302;000000000000180624;154.08;29.28;0103;;;;
0900417778;000750;S1;20260228;C;;N;20260302;000000000000159466;89.31;16.97;0103;;;;
0900417778;000760;S1;20260228;C;;N;20260302;000000000000162956;528.39;100.39;0103;;;;
0900417778;000770;S1;20260228;C;;N;20260302;000000000000164951;634.58;120.57;0103;;;;
0900417778;000780;S1;20260228;C;;N;20260302;000000000000728202;307.15;58.36;0103;;;;
0900417778;000790;S1;20260228;C;;N;20260302;000000000000115884;614.30;116.72;0103;;;;
0900417778;000800;S1;20260228;C;;N;20260302;000000000000171739;299.99;57.00;0103;;;;
0900417778;000810;S1;20260228;C;;N;20260302;CS08;7983.00;1516.77;0082;;;;
0900417778;000820;S1;20260228;C;;N;20260302;VARIOS_MAQ;45.00;8.55;0027;;;;
0900417778;000830;S1;20260228;C;;N;20260302;SERV.EXTERNO;473.82;90.03;0086;;;;
0900417778;000840;S1;20260228;C;;N;20260302;MOV0002;1831.30;347.95;0070;;;;
0900417778;000850;S1;20260228;C;;N;20260302;000000000000121484;227.57;43.24;0001;;;;
0900417778;000860;S1;20260228;C;;N;20260302;000000000000145280;228.48;43.41;0001;;;;
0900417778;000870;S1;20260228;C;;N;20260302;000000000000771459;49.67;9.44;0013;;;;
0900417778;000880;S1;20260228;C;;N;20260302;000000000000713587;60.10;11.42;0013;;;;
0900417778;000890;S1;20260228;C;;N;20260302;000000000000799450;59.48;11.30;0013;;;;
0900417778;000900;S1;20260228;C;;N;20260302;000000000000893069;27.79;5.28;0013;;;;
0900417778;000910;S1;20260228;C;;N;20260302;000000000000771134;304.39;57.83;0013;;;;
0900417778;000920;S1;20260228;C;;N;20260302;000000000000713780;119.58;22.72;0013;;;;
0900417778;000930;S1;20260228;C;;N;20260302;000000000000713754;183.98;34.96;0013;;;;
0900417778;000940;S1;20260228;C;;N;20260302;000000000000757231;1386.39;263.41;0013;;;;
0900417778;000950;S1;20260228;C;;N;20260302;000000000000713746;3473.35;659.94;0013;;;;
0900417778;000960;S1;20260228;C;;N;20260302;CS40;16161.60;3070.70;0082;;;;
0900417778;000970;S1;20260228;C;;N;20260302;SERV.EXTERNO;1324.96;251.74;0086;;;;
0900417778;000980;S1;20260228;C;;N;20260302;VARIOS_CAM;45.00;8.55;0027;;;;
0900417778;000990;S1;20260228;C;;N;20260302;MOV0001;538.94;102.40;0070;;;;
0900417778;001000;S1;20260228;C;;N;20260302;SERV.EXTERNO;1238.91;235.39;0086;;;;
0900417778;001010;S1;20260228;C;;N;20260302;CS03;3991.50;758.39;0082;;;;
0900417778;001020;S1;20260228;C;;N;20260302;000000000000739713;901.34;171.25;0103;;;;
0900417778;001030;S1;20260228;C;;N;20260302;000000000000733752;2145.63;407.67;0103;;;;
0900417778;001040;S1;20260228;C;;N;20260302;000000000000755624;497.64;94.55;0013;;;;
0900417778;001050;S1;20260228;C;;N;20260302;000000000000183563;1168.56;222.03;0005;;;;
0900417778;001060;S1;20260228;C;;N;20260302;000000000000160256;38.38;7.29;0103;;;;
0900417778;001070;S1;20260228;C;;N;20260302;000000000000159242;165.31;31.41;0103;;;;
0900417778;001080;S1;20260228;C;;N;20260302;000000000000163176;3014.22;572.70;0103;;;;
0900417778;001090;S1;20260228;C;;N;20260302;000000000000743842;3725.85;707.91;0103;;;;
0900417778;001100;S1;20260228;C;;N;20260302;000000000000735982;918.00;174.42;0005;;;;
0900417778;001110;S1;20260228;C;;N;20260302;000000000000191545;37.29;7.09;0001;;;;
0900417778;001120;S1;20260228;C;;N;20260302;000000000000191542;340.35;64.67;0001;;;;
0900417778;001130;S1;20260228;C;;N;20260302;000000000000109258;212.79;40.43;0001;;;;
0900417778;001140;S1;20260228;C;;N;20260302;000000000000109255;463.97;88.15;0001;;;;
0900417778;001150;S1;20260228;C;;N;20260302;000000000000192424;705.98;134.14;0009;;;;
0900417778;001160;S1;20260228;C;;N;20260302;000000000000169035;649.37;123.38;0001;;;;
0900417778;001170;S1;20260228;C;;N;20260302;000000000000109259;1263.42;240.05;0001;;;;
0900417778;001180;S1;20260228;C;;N;20260302;CS08;7983.00;1516.77;0082;;;;
0900417778;001190;S1;20260228;C;;N;20260302;MOV0002;1616.82;307.20;0070;;;;
0900417778;001200;S1;20260228;C;;N;20260302;000000000000120150;5.00;0.95;0103;;;;
0900417778;001210;S1;20260228;C;;N;20260302;000000000000131541;348.20;66.16;0103;;;;
0900417778;001220;S1;20260228;C;;N;20260302;000000000000154780;282.14;53.61;0103;;;;
0900417778;001230;S1;20260228;C;;N;20260302;000000000000155728;558.48;106.11;0103;;;;
0900417778;001240;S1;20260228;C;;N;20260302;000000000000156254;191.69;36.42;0103;;;;
0900417778;001250;S1;20260228;C;;N;20260302;CS08;132880.97;25247.30;0082;;;;
0900417778;001260;S1;20260228;C;;N;20260302;MOV0002;863.40;164.05;0070;;;;
0900417778;001270;S1;20260228;C;;N;20260302;SERV.EXTERNO;275.00;52.25;0086;;;;
0900417778;001280;S1;20260228;C;;N;20260302;000000000000887311;529.41;100.59;0024;;;;
0900417778;001290;S1;20260228;C;;N;20260302;CS08;100414.74;19078.80;0082;;;;
0900417780;000010;ZBEN;20260302;C;;M;20260302;000000000000806756;1810.78;344.05;0016;;;;
0900417781;000010;ZSNB;20260302;C;;M;20260302;000000000000122824;99.54;18.91;0103;;;;
0900417781;000020;ZSNB;20260302;C;;M;20260302;000000000001008088;210.00;39.90;0102;;;;
0900417782;000010;ZSNB;20260302;C;;M;20260302;000000000000757344;1008.63;191.64;0103;;;;
0900417782;000020;ZSNB;20260302;C;;M;20260302;000000000000757345;339.64;64.53;0103;;;;
0900417782;000030;ZSNB;20260302;C;;M;20260302;000000000000757342;255.43;48.53;0103;;;;
0900417785;000010;ZSNB;20260302;C;;M;20260302;000000000000156431;248.18;47.15;0103;;;;
0900417785;000020;ZSNB;20260302;C;;M;20260302;000000000000188936;271.53;51.59;0103;;;;
0900417785;000030;ZSNB;20260302;C;;M;20260302;000000000000188937;370.56;70.41;0103;;;;
0900417785;000040;ZSNB;20260302;C;;M;20260302;000000000000170833;757.31;143.89;0103;;;;
0900417785;000050;ZSNB;20260302;C;;M;20260302;000000000000170834;530.44;100.78;0103;;;;
0900417785;000060;ZSNB;20260302;C;;M;20260302;000000000000180624;154.08;29.28;0103;;;;
0900417785;000070;ZSNB;20260302;C;;M;20260302;000000000000159466;99.20;18.85;0103;;;;
0096967318;000010;S1;20260302;C;;N;20260302;000000000000879214;1806.71;343.27;0034;;;;
0096967318;000030;S1;20260302;C;;N;20260302;000000000000702529;188.44;35.80;0034;;;;
0096967318;000040;S1;20260302;C;;N;20260302;000000000000700940;350.81;66.65;0034;;;;
0096967318;000050;S1;20260302;C;;N;20260302;000000000000700936;420.40;79.88;0034;;;;
0096967318;000060;S1;20260302;C;;N;20260302;000000000000713481;70.67;13.43;0034;;;;
0096967318;000070;S1;20260302;C;;N;20260302;000000000000866448;415.54;78.95;0034;;;;
0096967318;000080;S1;20260302;C;;N;20260302;000000000000858946;341.72;64.93;0034;;;;
0096967318;000090;S1;20260302;C;;N;20260302;000000000000858954;916.24;174.09;0034;;;;
0096967318;000100;S1;20260302;C;;N;20260302;000000000000700884;327.57;62.24;0034;;;;
0900417786;000010;ZDRP;20260228;C;;P;20260302;CS08;15167.70;2881.86;0082;;;;
0900417786;000020;ZDRP;20260228;C;;P;20260302;000000000000164951;634.58;120.57;0103;;;;
0900417786;000030;ZDRP;20260228;C;;P;20260302;000000000000162956;528.39;100.39;0103;;;;
0900417786;000040;ZDRP;20260228;C;;P;20260302;000000000000171739;299.99;57.00;0103;;;;
0900417786;000050;ZDRP;20260228;C;;P;20260302;000000000000735981;601.69;114.32;0005;;;;
0900417786;000060;ZDRP;20260228;C;;P;20260302;000000000000728202;307.15;58.36;0103;;;;
0900417786;000070;ZDRP;20260228;C;;P;20260302;000000000000115884;614.30;116.72;0103;;;;
0900417786;000080;ZDRP;20260228;C;;P;20260302;000000000000159466;89.31;16.97;0103;;;;
0900417786;000090;ZDRP;20260228;C;;P;20260302;000000000000180624;154.08;29.28;0103;;;;
0900417786;000100;ZDRP;20260228;C;;P;20260302;CS40;8080.80;1535.35;0082;;;;
0900417786;000110;ZDRP;20260228;C;;P;20260302;SERV.EXTERNO;12000.00;2280.00;0086;;;;
0900417786;000120;ZDRP;20260228;C;;P;20260302;000000000000704990;140.06;26.61;0034;;;;
0900417786;000130;ZDRP;20260228;C;;P;20260302;000000000000177451;47.89;9.10;0103;;;;
0900417786;000140;ZDRP;20260228;C;;P;20260302;000000000000771134;304.39;57.83;0013;;;;
0900417786;000150;ZDRP;20260228;C;;P;20260302;000000000000713780;119.58;22.72;0013;;;;
0900417786;000160;ZDRP;20260228;C;;P;20260302;000000000000713754;183.98;34.96;0013;;;;
0900417786;000170;ZDRP;20260228;C;;P;20260302;000000000000757231;2079.59;395.12;0013;;;;
0900417786;000180;ZDRP;20260228;C;;P;20260302;000000000000713746;3473.35;659.94;0013;;;;
0900417786;000190;ZDRP;20260228;C;;P;20260302;000000000000191358;455.67;86.58;0013;;;;
0900417786;000200;ZDRP;20260228;C;;P;20260302;000000000000887311;529.41;100.59;0024;;;;
0900417786;000210;ZDRP;20260228;C;;P;20260302;000000000000114894;648.44;123.20;0310;;;;
0900417786;000220;ZDRP;20260228;C;;P;20260302;000000000000819909;297.40;56.51;0001;;;;
0900417786;000230;ZDRP;20260228;C;;P;20260302;000000000000828304;941.25;178.84;0001;;;;
0900417786;000240;ZDRP;20260228;C;;P;20260302;000000000000819952;259.43;49.29;0001;;;;
0900417786;000250;ZDRP;20260228;C;;P;20260302;000000000000819951;127.90;24.30;0001;;;;
0900417786;000260;ZDRP;20260228;C;;P;20260302;000000000000717613;1028.26;195.37;0001;;;;
0900417786;000270;ZDRP;20260228;C;;P;20260302;000000000000819953;71.19;13.53;0001;;;;
0900417786;000280;ZDRP;20260228;C;;P;20260302;000000000000772299;1635.66;310.78;0001;;;;
0900417786;000290;ZDRP;20260228;C;;P;20260302;000000000000772461;32.77;6.23;0001;;;;
0900417786;000300;ZDRP;20260228;C;;P;20260302;000000000000717614;46.78;8.89;0001;;;;
0900417786;000310;ZDRP;20260228;C;;P;20260302;000000000000717615;37.06;7.04;0001;;;;
0900417786;000320;ZDRP;20260228;C;;P;20260302;000000000000735475;327.01;62.13;0001;;;;
0900417786;000330;ZDRP;20260228;C;;P;20260302;000000000000800753;3353.51;637.17;0001;;;;
0900417786;000340;ZDRP;20260228;C;;P;20260302;000000000000143944;515.04;97.86;0001;;;;
0900417786;000350;ZDRP;20260228;C;;P;20260302;000000000000107430;1189.87;226.08;0013;;;;
0900417786;000360;ZDRP;20260228;C;;P;20260302;000000000000791502;880.00;167.20;0001;;;;
0900417786;000370;ZDRP;20260228;C;;P;20260302;000000000000791501;2621.96;498.17;0001;;;;
0900417786;000380;ZDRP;20260228;C;;P;20260302;CS08;7983.00;1516.77;0082;;;;
0900417786;000390;ZDRP;20260228;C;;P;20260302;000000000000770767;115.29;21.91;0013;;;;
0900417786;000400;ZDRP;20260228;C;;P;20260302;000000000000733380;1292.80;245.63;0013;;;;
0900417786;000410;ZDRP;20260228;C;;P;20260302;000000000000717234;376.35;71.51;0013;;;;
0900417786;000420;ZDRP;20260228;C;;P;20260302;000000000000717233;401.09;76.21;0013;;;;
0900417786;000430;ZDRP;20260228;C;;P;20260302;000000000000885006;1756.94;333.82;0034;;;;
0900417786;000440;ZDRP;20260228;C;;P;20260302;SERV.EXTERNO;425.00;80.75;0086;;;;
0900417786;000450;ZDRP;20260228;C;;P;20260302;VARIOS_MAQ;67.50;12.83;0027;;;;
0900417786;000460;ZDRP;20260228;C;;P;20260302;MOV0002;1995.21;379.09;0070;;;;
0900417786;000470;ZDRP;20260228;C;;P;20260302;SERV.EXTERNO;18765.00;3565.35;0086;;;;
0900417786;000480;ZDRP;20260228;C;;P;20260302;000000000000772367;4906.52;932.24;0013;;;;
0900417786;000490;ZDRP;20260228;C;;P;20260302;000000000000809800;262.11;49.80;0013;;;;
0900417786;000500;ZDRP;20260228;C;;P;20260302;CS08;11974.50;2275.16;0082;;;;
0900417786;000510;ZDRP;20260228;C;;P;20260302;000000000000735982;918.00;174.42;0005;;;;
0900417786;000520;ZDRP;20260228;C;;P;20260302;000000000000735981;590.86;112.26;0005;;;;
0900417786;000530;ZDRP;20260228;C;;P;20260302;000000000000180624;154.08;29.28;0103;;;;
0900417786;000540;ZDRP;20260228;C;;P;20260302;000000000000159466;89.31;16.97;0103;;;;
0900417786;000550;ZDRP;20260228;C;;P;20260302;000000000000162956;528.39;100.39;0103;;;;
0900417786;000560;ZDRP;20260228;C;;P;20260302;000000000000164951;634.58;120.57;0103;;;;
0900417786;000570;ZDRP;20260228;C;;P;20260302;000000000000728202;307.15;58.36;0103;;;;
0900417786;000580;ZDRP;20260228;C;;P;20260302;000000000000115884;614.30;116.72;0103;;;;
0900417786;000590;ZDRP;20260228;C;;P;20260302;000000000000171739;299.99;57.00;0103;;;;
0900417786;000600;ZDRP;20260228;C;;P;20260302;000000000000163175;362.95;68.96;0103;;;;
0900417786;000610;ZDRP;20260228;C;;P;20260302;000000000000163176;3014.22;572.70;0103;;;;
0900417786;000620;ZDRP;20260228;C;;P;20260302;000000000000191022;50.70;9.63;0103;;;;
0900417786;000630;ZDRP;20260228;C;;P;20260302;000000000000163429;5.79;1.10;0103;;;;
0900417786;000640;ZDRP;20260228;C;;P;20260302;000000000000191779;5.60;1.06;0103;;;;
0900417786;000650;ZDRP;20260228;C;;P;20260302;000000000000115670;2794.38;530.93;0103;;;;
0900417786;000660;ZDRP;20260228;C;;P;20260302;000000000000140628;2989.66;568.04;0103;;;;
0900417786;000670;ZDRP;20260228;C;;P;20260302;000000000000191164;401.35;76.26;0103;;;;
0900417786;000680;ZDRP;20260228;C;;P;20260302;000000000000852567;87.48;16.62;0103;;;;
0900417786;000690;ZDRP;20260228;C;;P;20260302;000000000000724349;490.99;93.29;0103;;;;
0900417786;000700;ZDRP;20260228;C;;P;20260302;000000000000159242;165.31;31.41;0103;;;;
0900417786;000710;ZDRP;20260228;C;;P;20260302;000000000000160256;19.19;3.65;0103;;;;
0900417786;000720;ZDRP;20260228;C;;P;20260302;000000000000743842;3725.85;707.91;0103;;;;
0900417786;000730;ZDRP;20260228;C;;P;20260302;000000000000735982;1836.00;348.84;0005;;;;
0900417786;000740;ZDRP;20260228;C;;P;20260302;000000000000180624;154.08;29.28;0103;;;;
0900417786;000750;ZDRP;20260228;C;;P;20260302;000000000000159466;89.31;16.97;0103;;;;
0900417786;000760;ZDRP;20260228;C;;P;20260302;000000000000162956;528.39;100.39;0103;;;;
0900417786;000770;ZDRP;20260228;C;;P;20260302;000000000000164951;634.58;120.57;0103;;;;
0900417786;000780;ZDRP;20260228;C;;P;20260302;000000000000728202;307.15;58.36;0103;;;;
0900417786;000790;ZDRP;20260228;C;;P;20260302;000000000000115884;614.30;116.72;0103;;;;
0900417786;000800;ZDRP;20260228;C;;P;20260302;000000000000171739;299.99;57.00;0103;;;;
0900417786;000810;ZDRP;20260228;C;;P;20260302;CS08;7983.00;1516.77;0082;;;;
0900417786;000820;ZDRP;20260228;C;;P;20260302;VARIOS_MAQ;45.00;8.55;0027;;;;
0900417786;000830;ZDRP;20260228;C;;P;20260302;SERV.EXTERNO;473.82;90.03;0086;;;;
0900417786;000840;ZDRP;20260228;C;;P;20260302;MOV0002;1831.30;347.95;0070;;;;
0900417786;000850;ZDRP;20260228;C;;P;20260302;000000000000121484;227.57;43.24;0001;;;;
0900417786;000860;ZDRP;20260228;C;;P;20260302;000000000000145280;228.48;43.41;0001;;;;
0900417786;000870;ZDRP;20260228;C;;P;20260302;000000000000771459;49.67;9.44;0013;;;;
0900417786;000880;ZDRP;20260228;C;;P;20260302;000000000000713587;60.10;11.42;0013;;;;
0900417786;000890;ZDRP;20260228;C;;P;20260302;000000000000799450;59.48;11.30;0013;;;;
0900417786;000900;ZDRP;20260228;C;;P;20260302;000000000000893069;27.79;5.28;0013;;;;
0900417786;000910;ZDRP;20260228;C;;P;20260302;000000000000771134;304.39;57.83;0013;;;;
0900417786;000920;ZDRP;20260228;C;;P;20260302;000000000000713780;119.58;22.72;0013;;;;
0900417786;000930;ZDRP;20260228;C;;P;20260302;000000000000713754;183.98;34.96;0013;;;;
0900417786;000940;ZDRP;20260228;C;;P;20260302;000000000000757231;1386.39;263.41;0013;;;;
0900417786;000950;ZDRP;20260228;C;;P;20260302;000000000000713746;3473.35;659.94;0013;;;;
0900417786;000960;ZDRP;20260228;C;;P;20260302;CS40;16161.60;3070.70;0082;;;;
0900417786;000970;ZDRP;20260228;C;;P;20260302;SERV.EXTERNO;1324.96;251.74;0086;;;;
0900417786;000980;ZDRP;20260228;C;;P;20260302;VARIOS_CAM;45.00;8.55;0027;;;;
0900417786;000990;ZDRP;20260228;C;;P;20260302;MOV0001;538.94;102.40;0070;;;;
0900417786;001000;ZDRP;20260228;C;;P;20260302;SERV.EXTERNO;1238.91;235.39;0086;;;;
0900417786;001010;ZDRP;20260228;C;;P;20260302;CS03;3991.50;758.39;0082;;;;
0900417786;001020;ZDRP;20260228;C;;P;20260302;000000000000739713;901.34;171.25;0103;;;;
0900417786;001030;ZDRP;20260228;C;;P;20260302;000000000000733752;2145.63;407.67;0103;;;;
0900417786;001040;ZDRP;20260228;C;;P;20260302;000000000000755624;497.64;94.55;0013;;;;
0900417786;001050;ZDRP;20260228;C;;P;20260302;000000000000183563;1168.56;222.03;0005;;;;
0900417786;001060;ZDRP;20260228;C;;P;20260302;000000000000160256;38.38;7.29;0103;;;;
0900417786;001070;ZDRP;20260228;C;;P;20260302;000000000000159242;165.31;31.41;0103;;;;
0900417786;001080;ZDRP;20260228;C;;P;20260302;000000000000163176;3014.22;572.70;0103;;;;
0900417786;001090;ZDRP;20260228;C;;P;20260302;000000000000743842;3725.85;707.91;0103;;;;
0900417786;001100;ZDRP;20260228;C;;P;20260302;000000000000735982;918.00;174.42;0005;;;;
0900417786;001110;ZDRP;20260228;C;;P;20260302;000000000000191545;37.29;7.09;0001;;;;
0900417786;001120;ZDRP;20260228;C;;P;20260302;000000000000191542;340.35;64.67;0001;;;;
0900417786;001130;ZDRP;20260228;C;;P;20260302;000000000000109258;212.79;40.43;0001;;;;
0900417786;001140;ZDRP;20260228;C;;P;20260302;000000000000109255;463.97;88.15;0001;;;;
0900417786;001150;ZDRP;20260228;C;;P;20260302;000000000000192424;705.98;134.14;0009;;;;
0900417786;001160;ZDRP;20260228;C;;P;20260302;000000000000169035;649.37;123.38;0001;;;;
0900417786;001170;ZDRP;20260228;C;;P;20260302;000000000000109259;1263.42;240.05;0001;;;;
