VBELN;POSNR;FKART;FKDAT;RFBSK;FKSTO;VBTYP;ERDAT;MATNR;NETWR;MWSBP;MATKL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO
0900417956;000030;ZSNB;20260302;C;;M;20260302;000000000000107823;495.15;94.08;0013;;;;
0900417956;000040;ZSNB;20260302;C;;M;20260302;000000000000119242;267.73;50.87;0103;;;;
0900417957;000010;ZSNB;20260302;C;;M;20260302;000000000000782093;85.25;16.20;0103;;;;
0900417957;000020;ZSNB;20260302;C;;M;20260302;000000000000160424;626.53;119.04;0103;;;;
0900417958;000010;ZSNB;20260302;C;;M;20260302;000000000000896239;17584.44;3341.06;0034;;;;
0900417958;000020;ZSNB;20260302;C;;M;20260302;000000000000863901;5842.68;1110.11;0034;;;;
0900417958;000030;ZSNB;20260302;C;;M;20260302;000000000000721524;5438.52;1033.32;0034;;;;
0900417958;000050;ZSNB;20260302;C;;M;20260302;000000000000107772;419.02;79.61;0013;;;;
0900417958;000060;ZSNB;20260302;C;;M;20260302;000000000000702529;188.44;35.80;0034;;;;
0900417958;000070;ZSNB;20260302;C;;M;20260302;000000000000700940;350.81;66.65;0034;;;;
0900417958;000080;ZSNB;20260302;C;;M;20260302;000000000000700936;420.40;79.88;0034;;;;
0900417958;000090;ZSNB;20260302;C;;M;20260302;000000000000879214;1806.71;343.27;0034;;;;
0900417958;000100;ZSNB;20260302;C;;M;20260302;000000000000859610;1015.41;192.93;0034;;;;
0900417958;000110;ZSNB;20260302;C;;M;20260302;000000000000764710;6276.07;1192.45;0034;;;;
0900417961;000010;ZSNB;20260302;C;;M;20260302;000000000001042959;450.18;85.53;0129;;;;
0900417961;000020;ZSNB;20260302;C;;M;20260302;000000000001042974;1648.24;313.17;0129;;;;
0900417962;000010;ZBEN;20260302;C;;M;20260302;SN115;160.00;30.40;0016;;;;
0900417963;000010;ZSNB;20260302;C;;M;20260302;000000000000781196;743.71;141.30;0103;;;;
0900417963;000050;ZSNB;20260302;C;;M;20260302;000000000000154495;509.61;96.83;0103;;;;
0900417963;000060;ZSNB;20260302;C;;M;20260302;000000000000780447;123.44;23.45;0103;;;;
0900417964;000010;ZSNB;20260302;C;;M;20260302;000000000000767933;542.20;103.02;0103;;;;
0900417965;000010;ZSNB;20260302;C;;M;20260302;000000000000109117;1217.03;231.24;0013;;;;
0900417967;000010;ZSNB;20260302;C;;M;20260302;000000000000864522;1478.20;280.86;0034;;;;
0900417969;000010;ZDRL;20260228;C;;P;20260302;SERV.EXTERNO;800.00;152.00;0086;;;;
0900417969;000020;ZDRL;20260228;C;;P;20260302;000000000001010724;819.85;155.77;0003;;;;
0900417969;000030;ZDRL;20260228;C;;P;20260302;000000000000969869;1977.83;375.79;0003;;;;
0900417969;000040;ZDRL;20260228;C;;P;20260302;000000000000956529;4240.81;805.76;0003;;;;
0900417969;000050;ZDRL;20260228;C;;P;20260302;I330082_SL;3400.00;646.00;0035;;;;
0900417969;000060;ZDRL;20260228;C;;P;20260302;I320082_SL;1755.00;333.45;0036;;;;
0900417969;000070;ZDRL;20260228;C;;P;20260302;000000000000953820;386.79;73.49;0003;;;;
0900417969;000080;ZDRL;20260228;C;;P;20260302;000000000000962218;71.90;13.66;0003;;;;
0900417969;000090;ZDRL;20260228;C;;P;20260302;000000000000947060;1294.80;246.01;0003;;;;
0900417969;000100;ZDRL;20260228;C;;P;20260302;DEDUCIBLE;-1591.44;-302.37;0085;;;;
0900417969;000110;ZDRL;20260228;C;;P;20260302;VARIOS_TAPIDE;2123.97;403.55;0027;;;;
0900417970;000010;ZSNB;20260302;C;;M;20260302;000000000000759647;6043.11;1148.19;0091;;;;
0900417971;000010;ZDRP;20260228;C;;P;20260302;CS38;3121.54;593.09;0082;;;;
0900417971;000030;ZDRP;20260228;C;;P;20260302;000000000000110135;161.22;30.63;0013;;;;
0900417971;000040;ZDRP;20260228;C;;P;20260302;000000000000848978;7078.23;1344.87;0294;;;;
0900417971;000050;ZDRP;20260228;C;;P;20260302;CS38;1159.70;220.34;0082;;;;
0900417973;000010;ZDML;20260302;C;;P;20260302;000000000001051150;0.00;0.00;0029;;;;
0900417973;000020;ZDML;20260302;C;;P;20260302;000000000000852710;0.00;0.00;0003;;;;
0900417973;000030;ZDML;20260302;C;;P;20260302;000000000000931088;0.00;0.00;0003;;;;
0900417973;000040;ZDML;20260302;C;;P;20260302;000000000000006478;0.00;0.00;0027;;;;
0900417973;000050;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417973;000060;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417973;000070;ZDML;20260302;C;;P;20260302;000000000000956201;0.00;0.00;0083;;;;
0900417973;000080;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417974;000010;ZSNB;20260302;C;;M;20260302;000000000000971410;2037.36;387.10;0016;;;;
0900417975;000010;ZSNB;20260302;C;;M;20260302;000000000000188773;565.44;107.43;0013;;;;
0900417977;000010;ZSNB;20260302;C;;M;20260302;000000000000198360;143.40;27.25;0200;;;;
0900417977;000020;ZSNB;20260302;C;;M;20260302;000000000000819713;222.92;42.35;0200;;;;
0900417977;000030;ZSNB;20260302;C;;M;20260302;000000000000100566;242.55;46.08;0200;;;;
0900417977;000040;ZSNB;20260302;C;;M;20260302;000000000000819712;449.58;85.42;0200;;;;
0900417977;000050;ZSNB;20260302;C;;M;20260302;000000000000754274;891.27;169.35;0013;;;;
0900417979;000010;ZSNB;20260302;C;;M;20260302;000000000000910961;4986.03;947.35;0003;;;;
0900417980;000010;ZSNB;20260302;C;;M;20260302;000000000000156806;570.67;108.43;0103;;;;
0900417981;000010;ZDML;20260302;C;;P;20260302;000000000000979791;0.00;0.00;0119;;;;
0900417981;000020;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417981;000030;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417981;000040;ZDML;20260302;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900417981;000050;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417982;000010;ZSNB;20260302;C;;M;20260302;000000000000134133;186.61;35.46;0310;;;;
0900417982;000020;ZSNB;20260302;C;;M;20260302;000000000000130347;1041.32;197.85;0310;;;;
0900417982;000030;ZSNB;20260302;C;;M;20260302;000000000000754274;1782.54;338.68;0013;;;;
0900417982;000040;ZSNB;20260302;C;;M;20260302;000000000000744712;808.04;153.53;0013;;;;
0900417983;000010;ZSNB;20260302;C;;M;20260302;000000000000861996;2406.86;457.30;0034;;;;
0900417985;000010;ZDRL;20260302;C;;P;20260302;000000000001057682;0.00;0.00;0024;;;;
0900417985;000020;ZDRL;20260302;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900417986;000010;ZSNB;20260302;C;;M;20260302;000000000000718355;2138.55;406.32;0013;;;;
0900417987;000010;ZSNB;20260302;C;;M;20260302;000000000001026581;3377.14;641.66;0097;;;;
0900417988;000010;ZDML;20260302;C;;P;20260302;000000000001065747;0.00;0.00;0083;;;;
0900417988;000020;ZDML;20260302;C;;P;20260302;000000000000852710;0.00;0.00;0003;;;;
0900417988;000030;ZDML;20260302;C;;P;20260302;000000000000002525;0.00;0.00;0027;;;;
0900417988;000040;ZDML;20260302;C;;P;20260302;000000000000006478;0.00;0.00;0027;;;;
0900417988;000050;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417988;000060;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417988;000070;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417989;000010;ZSNB;20260302;C;;M;20260302;000000000000160026;799.17;151.85;0103;;;;
0900417989;000020;ZSNB;20260302;C;;M;20260302;000000000000159687;77.92;14.80;0103;;;;
0900417989;000030;ZSNB;20260302;C;;M;20260302;000000000000159276;11.68;2.22;0103;;;;
0900417990;000001;ZBEN;20260302;C;;M;20260302;000000000001014668;1128.84;214.48;0015;;;;
0900417991;000010;ZSNB;20260302;C;;M;20260302;000000000001042929;109.54;20.81;0129;;;;
0900417991;000020;ZSNB;20260302;C;;M;20260302;000000000001042924;511.20;97.13;0129;;;;
0900417992;000010;ZBEN;20260302;C;;M;20260302;000000000001062183;1370.37;260.37;0016;;;;
0900417992;000020;ZBEN;20260302;C;;M;20260302;SN103;130.00;24.70;0016;;;;
0900417993;000010;ZSNB;20260302;C;;M;20260302;000000000000965016;1448.97;275.30;0016;;;;
0900417994;000010;ZSNB;20260302;C;;M;20260302;000000000000917191;4760.89;904.57;0034;;;;
0900417995;000010;ZDML;20260302;C;;P;20260302;000000000000962907;0.00;0.00;0083;;;;
0900417995;000020;ZDML;20260302;C;;P;20260302;000000000000751914;0.00;0.00;0251;;;;
0900417995;000030;ZDML;20260302;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900417995;000040;ZDML;20260302;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900417995;000050;ZDML;20260302;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900417995;000060;ZDML;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900417995;000070;ZDML;20260302;C;;P;20260302;VARIOS_LIVIANO;0.00;0.00;0027;;;;
0900417996;000010;ZNCA;20260302;C;;O;20260302;;0.00;0.00;;;;;
0900417997;000010;ZSNB;20260302;C;;M;20260302;000000000000719879;27.65;5.25;0010;;;;
0900417997;000030;ZSNB;20260302;C;;M;20260302;000000000000719901;24.92;4.73;0010;;;;
0900417997;000040;ZSNB;20260302;C;;M;20260302;000000000000719880;39.65;7.54;0010;;;;
0900417998;000010;ZSNB;20260302;C;;M;20260302;000000000000835072;1397.77;265.58;0019;;;;
0900417999;000010;ZSNB;20260302;C;;M;20260302;000000000000992547;9254.46;1758.35;0103;;;;
0900417999;000030;ZSNB;20260302;C;;M;20260302;000000000000997087;4.38;0.83;0103;;;;
0900418000;000010;ZSNB;20260302;C;;M;20260302;000000000000893855;14314.80;2719.81;0016;;;;
0900418001;000010;ZSNB;20260302;C;;M;20260302;000000000000156141;1772.29;336.74;0005;;;;
0900418003;000080;ZSNB;20260302;C;;M;20260302;000000000000839110;1555.66;295.58;0103;;;;
0900418004;000010;ZSNB;20260302;C;;M;20260302;000000000000719973;1984.21;377.00;0103;;;;
0900418004;000020;ZSNB;20260302;C;;M;20260302;000000000000732777;2417.35;459.30;0103;;;;
0900418004;000030;ZSNB;20260302;C;;M;20260302;000000000000773433;588.13;111.74;0005;;;;
0900418005;000010;ZDRL;20260302;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900418006;000020;ZSNB;20260302;C;;M;20260302;000000000000141960;793.77;150.82;0013;;;;
0900418008;000010;ZSNB;20260302;C;;M;20260302;000000000000162116;700.06;133.01;0103;;;;
0900418009;000010;ZDRL;20260302;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900418009;000020;ZDRL;20260302;C;;P;20260302;VARIOS_LIVIANO;0.00;0.00;0027;;;;
0900418010;000010;ZSNB;20260302;C;;M;20260302;000000000000113431;1315.04;249.86;0019;;;;
0900418011;000020;ZSNB;20260302;C;;M;20260302;000000000000154668;659.40;125.29;0103;;;;
0900418012;000010;ZBEN;20260302;C;;M;20260302;000000000000939752;208.94;39.70;0200;;;;
0900418014;000020;ZSNB;20260302;C;;M;20260302;000000000000757358;7.04;1.34;0103;;;;
0900418015;000010;ZSNB;20260302;C;;M;20260302;000000000000879214;1806.71;343.27;0034;;;;
0900418015;000030;ZSNB;20260302;C;;M;20260302;000000000000702529;188.44;35.80;0034;;;;
0900418015;000040;ZSNB;20260302;C;;M;20260302;000000000000700940;350.81;66.65;0034;;;;
0900418015;000050;ZSNB;20260302;C;;M;20260302;000000000000700936;420.40;79.88;0034;;;;
0900418015;000060;ZSNB;20260302;C;;M;20260302;000000000000713481;70.67;13.43;0034;;;;
0900418015;000070;ZSNB;20260302;C;;M;20260302;000000000000866448;415.54;78.95;0034;;;;
0900418015;000080;ZSNB;20260302;C;;M;20260302;000000000000858946;341.72;64.93;0034;;;;
0900418015;000090;ZSNB;20260302;C;;M;20260302;000000000000858954;916.24;174.09;0034;;;;
0900418015;000100;ZSNB;20260302;C;;M;20260302;000000000000700884;327.57;62.24;0034;;;;
0900418016;000010;ZSNB;20260302;C;;M;20260302;000000000000959113;3047.23;578.97;0016;;;;
0900418016;000020;ZSNB;20260302;C;;M;20260302;SN103;130.00;24.70;0016;;;;
0900418017;000010;ZNCA;20260302;C;;O;20260302;;0.00;0.00;;;;;
0900418018;000010;ZSNB;20260302;C;;M;20260302;000000000000851767;1660.74;315.54;0016;;;;
0900418018;000020;ZSNB;20260302;C;;M;20260302;000000000000839100;2095.40;398.13;0016;;;;
0900418019;000010;ZSNB;20260302;C;;M;20260302;000000000000126526;895.46;170.14;0103;;;;
0900418020;000010;ZDRL;20260302;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900418021;000010;ZDRL;20260302;C;;P;20260302;CS54;299.52;56.91;0082;;;;
0900418022;000010;ZDRL;20260228;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900418022;000020;ZDRL;20260228;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900418022;000030;ZDRL;20260228;C;;P;20260302;000000000000936548;0.00;0.00;0003;;;;
0900418022;000040;ZDRL;20260228;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900418023;000010;ZSNB;20260302;C;;M;20260302;000000000000819713;222.92;42.35;0200;;;;
0900418025;000010;ZSNB;20260302;C;;M;20260302;000000000000178649;986.27;187.39;0013;;;;
0900418026;000010;ZSNB;20260302;C;;M;20260302;000000000000794297;2949.93;560.49;0016;;;;
0900418027;000010;ZSNB;20260302;C;;M;20260302;000000000000835072;752.65;143.00;0019;;;;
0900418029;000010;ZDML;20260228;C;;P;20260302;000000000000853837;0.00;0.00;0003;;;;
0900418029;000020;ZDML;20260228;C;;P;20260302;000000000000936548;0.00;0.00;0003;;;;
0900418029;000030;ZDML;20260228;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900418029;000040;ZDML;20260228;C;;P;20260302;000000000000999250;0.00;0.00;0083;;;;
0900418029;000050;ZDML;20260228;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900418029;000060;ZDML;20260228;C;;P;20260302;CS51;0.00;0.00;0082;;;;
0900418030;000010;ZSNB;20260302;C;;M;20260302;000000000000111201;546.39;103.81;0103;;;;
0900418031;000010;ZSNB;20260302;C;;M;20260302;000000000000157537;906.31;172.20;0103;;;;
0900418031;000020;ZSNB;20260302;C;;M;20260302;000000000000157534;789.92;150.08;0103;;;;
0900418031;000030;ZSNB;20260302;C;;M;20260302;000000000000157372;2455.70;466.58;0103;;;;
0900418031;000040;ZSNB;20260302;C;;M;20260302;000000000000157520;626.28;118.99;0103;;;;
0900418031;000050;ZSNB;20260302;C;;M;20260302;000000000000157521;119.32;22.67;0103;;;;
0900418031;000060;ZSNB;20260302;C;;M;20260302;000000000000157522;95.45;18.14;0103;;;;
0900418031;000070;ZSNB;20260302;C;;M;20260302;000000000000156272;67.20;12.77;0103;;;;
0900418031;000090;ZSNB;20260302;C;;M;20260302;000000000000164169;1533.81;291.42;0103;;;;
0900418031;000100;ZSNB;20260302;C;;M;20260302;000000000000157567;687.16;130.56;0103;;;;
0900418031;000110;ZSNB;20260302;C;;M;20260302;000000000000112944;3633.99;690.46;0103;;;;
0900418031;000120;ZSNB;20260302;C;;M;20260302;000000000000163321;6005.93;1141.13;0103;;;;
0900418031;000130;ZSNB;20260302;C;;M;20260302;000000000000157532;1343.88;255.34;0103;;;;
0900418031;000140;ZSNB;20260302;C;;M;20260302;000000000000167499;441.21;83.83;0103;;;;
0900418031;000150;ZSNB;20260302;C;;M;20260302;000000000000167588;8644.49;1642.46;0103;;;;
0900418031;000170;ZSNB;20260302;C;;M;20260302;000000000000167501;100.57;19.11;0103;;;;
0900418031;000180;ZSNB;20260302;C;;M;20260302;000000000000159066;128.52;24.42;0103;;;;
0900418031;000190;ZSNB;20260302;C;;M;20260302;000000000000167500;126.13;23.96;0103;;;;
0900418032;000010;ZSNB;20260302;C;;M;20260302;000000000000102639;1068.35;202.99;0013;;;;
0900418034;000010;ZSNB;20260302;C;;M;20260302;000000000000905012;145.95;27.73;0103;;;;
0900418034;000020;ZSNB;20260302;C;;M;20260302;000000000000111237;506.46;96.23;0103;;;;
0900418034;000030;ZSNB;20260302;C;;M;20260302;000000000000781328;1151.86;218.85;0103;;;;
0900418035;000010;ZDRL;20260302;C;;P;20260302;CS54;149.76;28.45;0082;;;;
0900418037;000010;ZDRL;20260302;C;;P;20260302;CS54;299.52;56.91;0082;;;;
0900418038;000010;ZDRL;20260302;C;;P;20260302;CS54;299.52;56.91;0082;;;;
0900418039;000010;ZDRL;20260302;C;;P;20260302;CS54;599.04;113.82;0082;;;;
0900418040;000010;ZDRL;20260302;C;;P;20260302;CS54;449.28;85.36;0082;;;;
0900418042;000010;ZDRL;20260302;C;;P;20260302;CS54;299.52;56.91;0082;;;;
0900418044;000010;ZSNB;20260302;C;;M;20260302;000000000000170419;1205.54;229.05;0310;;;;
0900418044;000020;ZSNB;20260302;C;;M;20260302;000000000000956440;870.71;165.43;0013;;;;
0900418044;000030;ZSNB;20260302;C;;M;20260302;000000000000181752;1172.25;222.73;0013;;;;
0900418044;000050;ZSNB;20260302;C;;M;20260302;000000000001009245;2490.63;473.22;0276;;;;
0900418046;000030;ZSNB;20260302;C;;M;20260302;000000000000167409;56.90;10.81;0103;;;;
0900418048;000010;ZSNB;20260302;C;;M;20260302;000000000000701123;938.31;178.28;0013;;;;
0900418049;000010;ZSNB;20260302;C;;M;20260302;000000000000816349;3773.03;716.88;0016;;;;
0900418050;000010;ZSNB;20260302;C;;M;20260302;000000000000965214;1304.69;247.89;0016;;;;
0900418051;000010;ZSNB;20260302;C;;M;20260302;000000000000155206;127.32;24.19;0103;;;;
0900418053;000010;ZSNB;20260302;C;;M;20260302;000000000000904630;392.70;74.61;0251;;;;
0900418054;000010;ZSNB;20260302;C;;M;20260302;000000000000739721;913.12;173.49;0103;;;;
0900418054;000020;ZSNB;20260302;C;;M;20260302;000000000000165318;279.29;53.07;0103;;;;
0900418054;000040;ZSNB;20260302;C;;M;20260302;000000000001020418;2487.90;472.70;0104;;;;
0900418055;000010;ZSNB;20260302;C;;M;20260302;000000000000754274;1782.54;338.68;0013;;;;
0900418055;000020;ZSNB;20260302;C;;M;20260302;000000000000959209;6558.85;1246.18;0034;;;;
0900418055;000030;ZSNB;20260302;C;;M;20260302;000000000000972054;1009.08;191.73;0013;;;;
0900418055;000040;ZSNB;20260302;C;;M;20260302;000000000000104261;1189.30;225.97;0001;;;;
0900418056;000010;ZSNB;20260302;C;;M;20260302;000000000001034381;460.29;87.46;0016;;;;
0900418056;000020;ZSNB;20260302;C;;M;20260302;000000000000864224;1055.01;200.45;0016;;;;
0900418056;000030;ZSNB;20260302;C;;M;20260302;000000000000965006;567.20;107.77;0016;;;;
0900418056;000040;ZSNB;20260302;C;;M;20260302;000000000000851762;1418.28;269.47;0016;;;;
0900418056;000050;ZSNB;20260302;C;;M;20260302;000000000000851765;2291.63;435.41;0016;;;;
0900418056;000060;ZSNB;20260302;C;;M;20260302;000000000000846421;1611.62;306.21;0016;;;;
0900418056;000070;ZSNB;20260302;C;;M;20260302;000000000000797490;1720.77;326.95;0016;;;;
0900418056;000080;ZSNB;20260302;C;;M;20260302;000000000000846234;1380.41;262.28;0016;;;;
0900418056;000090;ZSNB;20260302;C;;M;20260302;000000000000794297;3708.40;704.58;0016;;;;
0900418056;000100;ZSNB;20260302;C;;M;20260302;000000000000841512;1449.78;275.46;0016;;;;
0900418056;000110;ZSNB;20260302;C;;M;20260302;000000000000974491;2289.88;435.08;0016;;;;
0900418057;000010;ZNCN;20260302;C;;O;20260302;CS54;560.01;106.40;0082;;;;
0900418057;000020;ZNCN;20260302;C;;O;20260302;000000000000897455;976.56;185.55;0083;;;;
0900418057;000030;ZNCN;20260302;C;;O;20260302;000000000000819714;271.75;51.63;0200;;;;
0900418057;000040;ZNCN;20260302;C;;O;20260302;VARIOS_LIVIANO;143.36;27.24;0027;;;;
0900418058;000010;ZSNB;20260302;C;;M;20260302;000000000000794297;3814.36;724.73;0016;;;;
0900418058;000020;ZSNB;20260302;C;;M;20260302;000000000000873674;3760.42;714.48;0016;;;;
0900418059;000010;S1;20260227;C;;N;20260302;CS24;1766.83;335.70;0082;;;;
0900418059;000020;S1;20260227;C;;N;20260302;MV01;2236.50;424.93;0055;;;;
0900418059;000030;S1;20260227;C;;N;20260302;KMFOR;1420.00;269.80;0084;;;;
0900418059;000040;S1;20260227;C;;N;20260302;MOV0003;548.20;104.16;0070;;;;
0900418060;000010;ZDRL;20260228;C;;P;20260302;VARIOS_LIVIANO;0.00;0.00;0027;;;;
0900418062;000010;ZSNB;20260302;C;;M;20260302;000000000000777702;2031.52;385.99;0103;;;;
0900418063;000060;ZSNB;20260302;C;;M;20260302;000000000000779144;527.88;100.30;0103;;;;
0900418064;000010;ZDRP;20260227;C;;P;20260302;CS24;0.00;0.00;0082;;;;
0900418064;000020;ZDRP;20260227;C;;P;20260302;MV01;0.00;0.00;0055;;;;
0900418064;000030;ZDRP;20260227;C;;P;20260302;KMFOR;0.00;0.00;0084;;;;
0900418064;000040;ZDRP;20260227;C;;P;20260302;MOV0003;0.00;0.00;0070;;;;
0900418067;000010;ZSNB;20260302;C;;M;20260302;000000000000112980;773.84;147.03;0103;;;;
0900418067;000020;ZSNB;20260302;C;;M;20260302;000000000000155514;170.96;32.48;0103;;;;
0900418068;000010;ZDRL;20260228;C;;P;20260302;000000000001033702;0.00;0.00;0083;;;;
0900418068;000020;ZDRL;20260228;C;;P;20260302;000000000000936548;0.00;0.00;0003;;;;
0900418068;000030;ZDRL;20260228;C;;P;20260302;000000000000897419;0.00;0.00;0083;;;;
0900418068;000040;ZDRL;20260228;C;;P;20260302;000000000000936488;0.00;0.00;0251;;;;
0900418068;000050;ZDRL;20260228;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900418070;000010;ZSNB;20260302;C;;M;20260302;000000000000153240;881.23;167.43;0103;;;;
0900418071;000010;ZSNB;20260302;C;;M;20260302;000000000000806880;610.00;115.90;0019;;;;
0900418072;000010;ZSNB;20260302;C;;M;20260302;000000000000744712;808.04;153.53;0013;;;;
0900418072;000020;ZSNB;20260302;C;;M;20260302;000000000000700940;350.81;66.65;0034;;;;
0900418072;000030;ZSNB;20260302;C;;M;20260302;000000000000746494;1746.74;331.88;0034;;;;
0900418073;000010;ZDRL;20260228;C;;P;20260302;SERV.EXTERNO;0.00;0.00;0086;;;;
0900418073;000020;ZDRL;20260228;C;;P;20260302;000000000000876727;0.00;0.00;0014;;;;
0900418073;000030;ZDRL;20260228;C;;P;20260302;CS58;0.00;0.00;0082;;;;
0900418073;000040;ZDRL;20260228;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900418073;000050;ZDRL;20260228;C;;P;20260302;VARIOS_LIVIANO;0.00;0.00;0027;;;;
0900418074;000010;ZSNB;20260302;C;;M;20260302;000000000000155105;837.25;159.08;0103;;;;
0900418075;000010;ZDRL;20260302;C;;P;20260302;000000000001065795;0.00;0.00;0003;;;;
0900418075;000020;ZDRL;20260302;C;;P;20260302;000000000000958523;0.00;0.00;0003;;;;
0900418075;000030;ZDRL;20260302;C;;P;20260302;000000000001019930;0.00;0.00;0003;;;;
0900418075;000040;ZDRL;20260302;C;;P;20260302;CS54;0.00;0.00;0082;;;;
0900418077;000010;ZSNB;20260302;C;;M;20260302;000000000000769220;2015.29;382.91;0016;;;;
0900418077;000020;ZSNB;20260302;C;;M;20260302;000000000001034383;532.21;101.12;0016;;;;
0900418077;000030;ZSNB;20260302;C;;M;20260302;000000000000113415;525.70;99.88;0019;;;;
0900418077;000040;ZSNB;20260302;C;;M;20260302;000000000000965215;3848.75;731.26;0016;;;;
0900418077;000050;ZSNB;20260302;C;;M;20260302;000000000000965004;1108.22;210.56;0016;;;;
0900418077;000060;ZSNB;20260302;C;;M;20260302;000000000000964989;479.07;91.02;0016;;;;
0900418077;000070;ZSNB;20260302;C;;M;20260302;000000000000964988;507.31;96.39;0016;;;;
0900418077;000080;ZSNB;20260302;C;;M;20260302;000000000000964990;557.15;105.86;0016;;;;
0900418077;000090;ZSNB;20260302;C;;M;20260302;000000000000965016;1490.37;283.17;0016;;;;
0900418078;000010;ZSNB;20260302;C;;M;20260302;000000000000965016;2235.56;424.75;0016;;;;
0900418078;000020;ZSNB;20260302;C;;M;20260302;000000000000809203;600.50;114.10;0016;;;;
0900418079;000010;ZDRL;20260228;C;;P;20260302;CS58;0.00;0.00;0082;;;;
