EQUNR;SERNR;MATNR;HERST;WERK;INBDT;BAUJJ;CHARGE;LVORM;EQKTX
LSGSAA58M7BY156751;LSGSAA58M7BY156751;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSAJ2MXFY172344;LSGSAJ2MXFY172344;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSAS2M2EY004373;LSGSAS2M2EY004373;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7DY100540;LSGSA58M7DY100540;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M8BY156810;LSGSA58M8BY156810;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M8EY003025;LSGSA58M8EY003025;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9EY109547;LSGSA58M9EY109547;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MXDY023792;LSGSA58MXDY023792;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MXDY024120;LSGSA58MXDY024120;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MXEY023521;LSGSA58MXEY023521;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MXEY023597;LSGSA58MXEY023597;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7DY103146;LSGSA58M7DY103146;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7EY090853;LSGSA58M7EY090853;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M8BY166351;LSGSA58M8BY166351;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M8EY023727;LSGSA58M8EY023727;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M8EY028779;LSGSA58M8EY028779;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9DY157399;LSGSA58M9DY157399;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9EY155704;LSGSA58M9EY155704;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MXBY156792;LSGSA58MXBY156792;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58MXBY156825;LSGSA58MXBY156825;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58MXEY029058;LSGSA58MXEY029058;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M8BY167631;LSGSA58M8BY167631;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M8BY168312;LSGSA58M8BY168312;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M8DY025220;LSGSA58M8DY025220;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M8EY040429;LSGSA58M8EY040429;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9CY287763;LSGSA58M9CY287763;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M9EY185009;LSGSA58M9EY185009;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MXBY168277;LSGSA58MXBY168277;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58MXDY046201;LSGSA58MXDY046201;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MXEY029982;LSGSA58MXEY029982;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7DY127589;LSGSA58M7DY127589;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7EY138271;LSGSA58M7EY138271;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M8BY186227;LSGSA58M8BY186227;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M8DY036976;LSGSA58M8DY036976;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M8DY037571;LSGSA58M8DY037571;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9CY310927;LSGSA58M9CY310927;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M9DY176524;LSGSA58M9DY176524;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7EY206746;LSGSA58M7EY206746;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M8CY019626;LSGSA58M8CY019626;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M8EY054265;LSGSA58M8EY054265;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9BY030066;LSGSA58M9BY030066;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9DY004487;LSGSA58M9DY004487;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY177457;LSGSA58M9DY177457;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MXDY060032;LSGSA58MXDY060032;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7EY225099;LSGSA58M7EY225099;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7EY234272;LSGSA58M7EY234272;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M8EY089968;LSGSA58M8EY089968;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9BY085858;LSGSA58M9BY085858;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9BY086007;LSGSA58M9BY086007;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9DY004747;LSGSA58M9DY004747;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY023783;LSGSA58M9DY023783;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY179175;LSGSA58M9DY179175;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY179256;LSGSA58M9DY179256;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY180567;LSGSA58M9DY180567;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9FY155834;LSGSA58M9FY155834;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M7DY174251;LSGSA58M7DY174251;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY200865;LSGSA58M9DY200865;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MXCY042843;LSGSA58MXCY042843;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MXEY091091;LSGSA58MXEY091091;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7FY129071;LSGSA58M7FY129071;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M7FY129362;LSGSA58M7FY129362;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M8CY120603;LSGSA58M8CY120603;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M9BY164625;LSGSA58M9BY164625;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9BY164804;LSGSA58M9BY164804;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9DY036563;LSGSA58M9DY036563;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9EY002966;LSGSA58M9EY002966;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9EY003423;LSGSA58M9EY003423;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9EY003633;LSGSA58M9EY003633;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M9FY198473;LSGSA58M9FY198473;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M9FY215773;LSGSA58M9FY215773;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M9FY217944;LSGSA58M9FY217944;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M9GY000427;LSGSA58M9GY000427;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA58MXCY065099;LSGSA58MXCY065099;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MXCY120182;LSGSA58MXCY120182;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MXEY109623;LSGSA58MXEY109623;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58M7FY153032;LSGSA58M7FY153032;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M8CY182454;LSGSA58M8CY182454;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M9BY165368;LSGSA58M9BY165368;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9BY166584;LSGSA58M9BY166584;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58M9DY045735;LSGSA58M9DY045735;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9EY022991;LSGSA58M9EY022991;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MDY024409;LSGSA58MDY024409;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MDY180683;LSGSA58MDY180683;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MEY029963;LSGSA58MEY029963;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MGCY150313;LSGSA58MGCY150313;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MJDY17505;LSGSA58MJDY17505;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7DY180230;LSGSA58M7DY180230;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M7FY195880;LSGSA58M7FY195880;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGSA58M8CY183250;LSGSA58M8CY183250;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58M9DY047064;LSGSA58M9DY047064;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M9DY059506;LSGSA58M9DY059506;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MOBY026889;LSGSA58MOBY026889;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGSA58MOCY044844;LSGSA58MOCY044844;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MOCY287196;LSGSA58MOCY287196;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MODY023784;LSGSA58MODY023784;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MODY10128;LSGSA58MODY10128;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MOEY023723;LSGSA58MOEY023723;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MSCY264366;LSGSA58MSCY264366;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MSCY288201;LSGSA58MSCY288201;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MSDY104571;LSGSA58MSDY104571;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MSDY1062031;LSGSA58MSDY1062031;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MSEY023040;LSGSA58MSEY023040;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MSEY029341;LSGSA58MSEY029341;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA58MXCY182925;LSGSA58MXCY182925;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGSA58MXDY153314;LSGSA58MXDY153314;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58MXDY155340;LSGSA58MXDY155340;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSSGSA52M7CY311535;LSSGSA52M7CY311535;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSHGD52H8HD307061;LSHGD52H8HD307061;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSHSA52M6FY157355;LSHSA52M6FY157355;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGHD52H7LD162135;LSGHD52H7LD162135;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H4HD254682;LSGHD52H4HD254682;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGHD52H4LD061246;LSGHD52H4LD061246;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52HXLD160847;LSGHD52HXLD160847;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD54H3HD217247;LSGHD54H3HD217247;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGSA52M6GY060755;LSGSA52M6GY060755;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGHD52H0LD050583;LSGHD52H0LD050583;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H0LD152482;LSGHD52H0LD152482;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H5MD148333;LSGHD52H5MD148333;000000000000748927;;;00000000;2021;;;CHEVROLET SAIL
LSGHD52H1LD136145;LSGHD52H1LD136145;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGSA58M7BY118341;LSGSA58M7BY118341;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGHD52H3MD132857;LSGHD52H3MD132857;000000000000748927;;;00000000;2021;;;CHEVROLET SAIL
LSGSA52M3GY011559;LSGSA52M3GY011559;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGHD52H8MD132465;LSGHD52H8MD132465;000000000000748927;;;00000000;2021;;;CHEVROLET SAIL
LSGHD52HXMD131690;LSGHD52HXMD131690;000000000000748927;;;00000000;2021;;;CHEVROLET SAIL
LSGHD52H6LD028345;LSGHD52H6LD028345;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGSA58MXDY174213;LSGSA58MXDY174213;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGHD52H3ND014230;LSGHD52H3ND014230;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGSA52M0CY042861;LSGSA52M0CY042861;000000000000748927;;;00000000;2012;;;CHEVROLET SAIL
LSGHD52H4LD109960;LSGHD52H4LD109960;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H7ND004767;LSGHD52H7ND004767;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGXE8357LD145608;LSGXE8357LD145608;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD54H3KD085792;LSGHD54H3KD085792;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGHD52H4KD085626;LSGHD52H4KD085626;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGSA58M60Y005659;LSGSA58M60Y005659;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGHD54HXND000466;LSGHD54HXND000466;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H4ND014429;LSGHD52H4ND014429;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H1KD023116;LSGHD52H1KD023116;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGHD52H9ND004608;LSGHD52H9ND004608;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H9HD308574;LSGHD52H9HD308574;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGHD52H3ND004393;LSGHD52H3ND004393;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H8LD078471;LSGHD52H8LD078471;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H2KD016871;LSGHD52H2KD016871;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGHD52H0ND046083;LSGHD52H0ND046083;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD54H7JD031118;LSGHD54H7JD031118;000000000000748927;;;00000000;2018;;;CHEVROLET SAIL
LSGHD52H0KD040246;LSGHD52H0KD040246;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGHD52H0LD194506;LSGHD52H0LD194506;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H8HD291752;LSGHD52H8HD291752;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGSA52MGEY020982;LSGSA52MGEY020982;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGHD52H7ND000170;LSGHD52H7ND000170;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H6MD132609;LSGHD52H6MD132609;000000000000748927;;;00000000;2021;;;CHEVROLET SAIL
LSGHD52H0ND056098;LSGHD52H0ND056098;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H2KD076651;LSGHD52H2KD076651;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGHD52HXLD146155;LSGHD52HXLD146155;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGSA52M1EY224619;LSGSA52M1EY224619;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
1SGHD52H2GD251049;1SGHD52H2GD251049;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGHD52H6ND004534;LSGHD52H6ND004534;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD54H8KD016306;LSGHD54H8KD016306;000000000000748927;;;00000000;2019;;;CHEVROLET SAIL
LSGHD52H5LD195280;LSGHD52H5LD195280;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H3LD060279;LSGHD52H3LD060279;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H6ND014805;LSGHD52H6ND014805;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H1LD162292;LSGHD52H1LD162292;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H2ND035618;LSGHD52H2ND035618;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H7LD060592;LSGHD52H7LD060592;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H0LD139246;LSGHD52H0LD139246;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H2ND000626;LSGHD52H2ND000626;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGSA58M4DY214639;LSGSA58M4DY214639;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGSA58M5EY155957;LSGSA58M5EY155957;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGHDS2H2HD258245;LSGHDS2H2HD258245;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGHD52H7LD097643;LSGHD52H7LD097643;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
9BGKC48T0KG141912;9BGKC48T0KG141912;000000000000890445;;;00000000;2019;;;CHEVROLET ONIX
LSGHD52H3ND099604;LSGHD52H3ND099604;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGSA52M4BY001681;LSGSA52M4BY001681;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGHD52H6LD140989;LSGHD52H6LD140989;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H4ND055220;LSGHD52H4ND055220;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H3ND000652;LSGHD52H3ND000652;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H2ND132107;LSGHD52H2ND132107;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGSA58M8BY000976;LSGSA58M8BY000976;000000000000748927;;;00000000;2011;;;CHEVROLET SAIL
LSGHD52H2HD196068;LSGHD52H2HD196068;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGSA52M7DY060095;LSGSA52M7DY060095;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGHD52H7MD132781;LSGHD52H7MD132781;000000000000748927;;;00000000;2021;;;CHEVROLET SAIL
LSGHD52H7LD136604;LSGHD52H7LD136604;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H6LD151872;LSGHD52H6LD151872;000000000000748927;;;00000000;2020;;;CHEVROLET SAIL
LSGHD52H9HD278444;LSGHD52H9HD278444;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGHD52H5ND056916;LSGHD52H5ND056916;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGSA58M4GY001016;LSGSA58M4GY001016;000000000000748927;;;00000000;2016;;;CHEVROLET SAIL
LSGSA52M8DY085698;LSGSA52M8DY085698;000000000000748927;;;00000000;2013;;;CHEVROLET SAIL
LSGHD52H9HD176626;LSGHD52H9HD176626;000000000000748927;;;00000000;2017;;;CHEVROLET SAIL
LSGHD52H7ND000718;LSGHD52H7ND000718;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD54H7ND035191;LSGHD54H7ND035191;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LSGHD52H5ND129069;LSGHD52H5ND129069;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
LZWADAGA35F173490;LZWADAGA35F173490;000000000001001086;;;00000000;2005;;;CHEVROLET GROOVE
LSGSA58M8FY155839;LSGSA58M8FY155839;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LZWAEAGA3RF982141;LZWAEAGA3RF982141;000000000000748927;;;00000000;2024;;;CHEVROLET SAIL
LZWADAGA25F170161;LZWADAGA25F170161;000000000001001086;;;00000000;2005;;;CHEVROLET GROOVE
LZWAEAGA8RF977548;LZWAEAGA8RF977548;000000000000748927;;;00000000;2024;;;CHEVROLET SAIL
LZWADAGA4RF021275;LZWADAGA4RF021275;000000000000748927;;;00000000;2024;;;CHEVROLET SAIL
3N6BD33B5JK800599;3N6BD33B5JK800599;000000000000748927;;;00000000;2018;;;CHEVROLET SAIL
LZWAEAGA6RF989794;LZWAEAGA6RF989794;000000000000748927;;;00000000;2024;;;CHEVROLET SAIL
LSGSA52M4EY054367;LSGSA52M4EY054367;000000000000748927;;;00000000;2014;;;CHEVROLET SAIL
LSGSA52M4FY172999;LSGSA52M4FY172999;000000000000748927;;;00000000;2015;;;CHEVROLET SAIL
LSGHD52H0ND055950;LSGHD52H0ND055950;000000000000748927;;;00000000;2022;;;CHEVROLET SAIL
